,user_id,segment_RFM,recency,frequency,monetary,perks_RFM,segment_behavior,perks_behavior,rate_discount_trip,season_top,month_top
997,511238,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
998,511260,cant_lose,1,5,2176.0,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
999,511298,hibernating,1,2,1968.06,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,spring,2
1000,511314,hibernating,1,1,4620.9,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",cold opportunist,spring,1
1001,511326,at_risk,1,3,1387.87,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
1002,511328,hibernating,1,1,489.38,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,spring,1
1003,511331,at_risk,1,4,2510.31,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Excursion,"Reduced rates for accommodation, meals, and activities.",hot opportunitst,spring,2
1004,511364,cant_lose,1,5,2489.8900000000003,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,2
1005,511377,hibernating,1,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
1006,511379,hibernating,1,1,1112.96,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,summer,1
1007,511397,at_risk,1,4,6259.18,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Excursion,"Reduced rates for accommodation, meals, and activities.",hot opportunitst,summer,2
1008,511398,at_risk,1,3,3696.75,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,autumn,1
1009,511399,hibernating,1,2,972.72,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,spring,1
1010,511418,cant_lose,1,5,0.0,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,2
1011,511424,hibernating,1,1,487.26,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
1012,511433,at_risk,1,3,1132.09,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Explorer,Reduced rates for extended stays.,cold opportunist,autumn,2
1013,511440,at_risk,1,3,1677.3300000000002,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
1014,511455,hibernating,1,1,1028.9299999999998,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,summer,1
1015,511469,hibernating,1,1,935.85,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,spring,1
1016,511489,hibernating,1,1,1162.13,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",lukewarm opportunit,summer,1
1017,511502,hibernating,1,2,4941.47,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
1018,511504,at_risk,1,4,2698.61,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,1
1019,511535,hibernating,1,1,681.88,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,spring,1
1020,511542,at_risk,1,3,3114.5400000000004,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,spring,1
1021,511549,hibernating,1,1,612.2,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
1022,511552,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,1
1023,511554,hibernating,1,1,1729.11,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,spring,1
1024,511560,at_risk,1,4,3710.4,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Excursion,"Reduced rates for accommodation, meals, and activities.",hot opportunitst,spring,2
1025,511567,at_risk,1,4,1581.71,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,summer,2
1026,511568,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
1027,511570,hibernating,1,2,4381.07,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,spring,1
1028,511577,hibernating,1,2,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
1029,511578,at_risk,1,4,1392.71,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",hot opportunitst,spring,2
1030,511587,cant_lose,1,5,993.58,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,1
1031,511589,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Hapax Traveller,Offer discounts or rewards for referring friends or family to book trips.,hot opportunitst,spring,1
1032,511608,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
1033,511609,cant_lose,1,5,0.0,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,2
1034,511613,hibernating,1,1,2296.4,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,spring,2
1035,511638,hibernating,1,1,2409.47,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
1036,511665,hibernating,1,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Mousy Adventure,Free baggage.,hot opportunitst,spring,1
1037,511666,at_risk,1,4,1780.95,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,cold opportunist,spring,2
1038,511677,at_risk,1,4,1063.66,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,spring,1
1039,511680,at_risk,1,3,1802.99,Implement targeted re-engagement campaigns to remind them of your value proposition.,Lambda Traveller,Last-Minute Deals,cold opportunist,spring,2
1040,511697,hibernating,1,2,1950.06,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,summer,1
1041,511712,at_risk,1,4,1349.67,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Explorer,Reduced rates for extended stays.,hot opportunitst,spring,1
1042,511726,hibernating,1,1,1463.98,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,cold opportunist,spring,1
1043,511739,hibernating,1,2,7161.52,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,lukewarm opportunit,spring,1
1044,511757,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1045,511762,hibernating,1,2,3143.2200000000003,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",cold opportunist,spring,1
1046,511764,one timer,1,0,1281.96,Implement an onboarding email series to introduce them to your products/services.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
1047,511772,hibernating,1,1,1770.1,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,summer,1
1048,511778,hibernating,1,1,3284.86,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,spring,1
1049,511783,cant_lose,1,5,1268.08,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,2
1050,511784,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,1
1051,511800,at_risk,1,4,6702.849999999999,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,cold opportunist,spring,2
1052,511803,at_risk,1,4,2756.6400000000003,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,spring,2
1053,511805,hibernating,1,2,4070.67,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,summer,2
1054,511809,hibernating,1,1,1310.98,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Escapade,Special rates on short stays.,hot opportunitst,spring,1
1055,511811,hibernating,1,2,623.71,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,summer,1
1056,511821,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1057,511827,hibernating,1,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Aluring Escapade,"Discounts on spa retreats, dinners.",hot opportunitst,spring,1
1058,511851,hibernating,1,2,1726.39,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
1059,511859,at_risk,1,3,3580.9500000000003,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,1
1060,511860,at_risk,1,3,1739.52,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,2
1061,511862,hibernating,1,2,2142.19,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Relaxer,Discounts for bookings on short stays.,cold opportunist,summer,2
1062,511878,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1063,511884,cant_lose,1,5,3363.77,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,2
1064,511902,cant_lose,1,5,1495.0300000000002,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
1065,511910,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
1066,511916,hibernating,1,2,579.14,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
1067,511923,cant_lose,1,5,701.53,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
1068,511936,at_risk,1,3,908.47,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
1069,511943,cant_lose,1,5,598.1099999999999,Provide exclusive offers or early access to new products/services to maintain their engagement.,Lambda Traveller,Last-Minute Deals,lukewarm opportunit,spring,1
1070,511977,hibernating,1,1,555.76,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,lukewarm opportunit,spring,1
1071,511989,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1072,511996,hibernating,1,2,459.58,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
1073,511998,hibernating,1,1,1078.4,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
1074,512009,hibernating,1,2,2101.63,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,spring,1
1075,512010,hibernating,1,2,1296.51,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,spring,1
1076,512016,hibernating,1,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,lukewarm opportunit,spring,1
1077,512024,at_risk,1,3,3028.42,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,spring,1
1078,512028,hibernating,1,1,924.29,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,hot opportunitst,spring,1
1079,512060,cant_lose,1,5,1764.96,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,hot opportunitst,spring,2
1080,512063,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Friend Future Explorer,Reduced rates on trips for repeat bookings.,hot opportunitst,spring,1
1081,512069,at_risk,1,4,4795.82,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",hot opportunitst,summer,2
1082,512078,hibernating,1,1,1728.46,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,cold opportunist,spring,1
1083,512099,at_risk,1,3,202.21,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
1084,512103,hibernating,1,1,741.63,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Excursion,"Reduced rates for accommodation, meals, and activities.",hot opportunitst,spring,2
1085,512144,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,cold opportunist,spring,0
1086,512147,at_risk,1,3,0.0,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,spring,2
1087,512148,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,lukewarm opportunit,spring,1
1088,512163,hibernating,1,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,spring,1
1089,512173,hibernating,1,2,9956.04,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",lukewarm opportunit,spring,2
1090,512190,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Hapax Traveller,Offer discounts or rewards for referring friends or family to book trips.,cold opportunist,spring,1
1091,512193,one timer,1,0,690.05,Implement an onboarding email series to introduce them to your products/services.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,lukewarm opportunit,spring,1
1092,512197,hibernating,1,2,2205.25,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,summer,1
1093,512201,hibernating,1,2,1931.65,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,summer,1
1094,512204,at_risk,1,3,1258.86,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,summer,1
1095,512243,at_risk,1,4,1404.1,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expansive,Reduced rates for long-term hotel stays.,lukewarm opportunit,spring,1
1096,512249,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1097,512266,hibernating,1,2,2330.42,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,spring,1
1098,512271,at_risk,1,4,4550.12,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Explorer,Reduced rates for extended stays.,hot opportunitst,spring,2
1099,512283,at_risk,1,4,1731.7,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,autumn,1
1100,512289,hibernating,1,1,1493.33,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,spring,1
1101,512294,at_risk,1,4,4406.96,Implement targeted re-engagement campaigns to remind them of your value proposition.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",cold opportunist,spring,2
1102,512295,at_risk,1,3,1003.16,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Escapade,Special rates on short stays.,lukewarm opportunit,summer,2
1103,512301,at_risk,1,4,553.46,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,autumn,2
1104,512302,hibernating,1,2,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,cold opportunist,summer,1
1105,512303,hibernating,1,2,1073.04,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,spring,2
1106,512305,hibernating,1,2,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,spring,1
1107,512322,at_risk,1,3,2634.41,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,autumn,1
1108,512329,at_risk,1,4,1300.33,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,summer,2
1109,512362,cant_lose,1,5,1264.6,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,2
1110,512377,hibernating,1,1,988.92,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
1111,512392,hibernating,1,1,1416.09,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",hot opportunitst,summer,1
1112,512397,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1113,512402,one timer,1,0,795.78,Implement an onboarding email series to introduce them to your products/services.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,lukewarm opportunit,spring,1
1114,512416,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Curious Adventurer,Discounts on long trips to adventurous destinations for repeat customers.,hot opportunitst,spring,1
1115,512418,hibernating,1,1,7602.96,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",cold opportunist,spring,1
1116,512419,hibernating,1,1,6105.17,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",cold opportunist,spring,1
1117,512440,at_risk,1,4,3446.86,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,spring,2
1118,512443,cant_lose,1,5,294.85,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,spring,1
1119,512447,hibernating,1,1,0.0,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,spring,1
1120,512463,hibernating,1,2,2919.28,Reach out with personalized win-back offers or discounts to encourage them to return.,Friend Explorer,Reduced rates for extended stays.,lukewarm opportunit,spring,2
1121,512495,cant_lose,1,5,3879.61,Provide exclusive offers or early access to new products/services to maintain their engagement.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",hot opportunitst,spring,2
1122,512529,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1123,512536,hibernating,1,1,2067.24,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",hot opportunitst,spring,1
1124,512552,cant_lose,1,5,344.31,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,2
1125,512556,at_risk,1,4,11018.55,Implement targeted re-engagement campaigns to remind them of your value proposition.,Intimate Odysseus,"Packages with activities like wine tastings, city tours, and spa treatments.",lukewarm opportunit,summer,2
1126,512558,at_risk,1,3,3224.34,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,lukewarm opportunit,summer,2
1127,512587,hibernating,1,1,1558.9299999999998,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,spring,1
1128,512589,at_risk,1,4,1533.67,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,hot opportunitst,spring,1
1129,512596,at_risk,1,3,1908.87,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Casual Traveller,Short trip packages for popular destinations.,cold opportunist,summer,2
1130,512598,cant_lose,1,5,3031.88,Provide exclusive offers or early access to new products/services to maintain their engagement.,Friend Relaxer,Discounts for bookings on short stays.,cold opportunist,spring,2
1131,512610,at_risk,1,4,2718.99,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,lukewarm opportunit,spring,2
1132,512623,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,inactive frozen,Automatic enrollment in a loyalty program with immediate benefits to encourage re-engagement.,hot opportunitst,spring,0
1133,512628,cant_lose,1,5,1651.25,Provide exclusive offers or early access to new products/services to maintain their engagement.,Business expansive,Reduced rates for long-term hotel stays.,cold opportunist,spring,2
1134,512631,cant_lose,1,5,0.0,Provide exclusive offers or early access to new products/services to maintain their engagement.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,spring,2
1135,512655,at_risk,1,3,461.68,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,hot opportunitst,summer,1
1136,512671,at_risk,1,3,3478.51,Implement targeted re-engagement campaigns to remind them of your value proposition.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,spring,2
1137,512677,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
1138,512680,one timer,1,0,1047.09,Implement an onboarding email series to introduce them to your products/services.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
1139,512691,hibernating,1,1,906.18,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Casual Traveller,Short trip packages for popular destinations.,lukewarm opportunit,spring,1
1140,512693,at_risk,1,4,2454.22,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Explorer,Reduced rates for extended stays.,cold opportunist,spring,1
1141,512695,at_risk,1,3,1050.63,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,lukewarm opportunit,autumn,2
1142,512696,hibernating,1,2,1203.92,Reach out with personalized win-back offers or discounts to encourage them to return.,Lambda Traveller,Last-Minute Deals,hot opportunitst,spring,1
1143,512704,lost,1,0,0.0,Conduct surveys or feedback sessions to understand why they stopped purchasing and address any concerns.,Solo Tempted Traveller,Exclusive weekend getaway offers for returning customers.,hot opportunitst,spring,1
1144,512706,hibernating,1,2,1475.22,Reach out with personalized win-back offers or discounts to encourage them to return.,Familly Adventure,"Packages with activities such as safaris, theme parks, and outdoor adventures.",lukewarm opportunit,summer,2
1145,512780,hibernating,1,2,2223.83,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",lukewarm opportunit,spring,1
1146,512786,hibernating,1,2,4672.7,Reach out with personalized win-back offers or discounts to encourage them to return.,Solo Adventurer,"Packages with activities like hiking, diving, and cultural tours.",cold opportunist,summer,1
1147,512787,at_risk,1,3,1122.84,Implement targeted re-engagement campaigns to remind them of your value proposition.,Friend Relaxer,Discounts for bookings on short stays.,lukewarm opportunit,summer,1
1148,512791,cant_lose,1,5,1260.18,Provide exclusive offers or early access to new products/services to maintain their engagement.,Familly Excursion,"Reduced rates for accommodation, meals, and activities.",lukewarm opportunit,spring,1
1149,512801,at_risk,1,4,4988.26,Implement targeted re-engagement campaigns to remind them of your value proposition.,Business expeditive,Partnership discounts for companies that book frequently.,cold opportunist,winter,2
1150,512826,hibernating,1,2,642.9000000000001,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Escapade,Special rates on short stays.,lukewarm opportunit,summer,1
1151,512831,hibernating,1,2,338.12,Reach out with personalized win-back offers or discounts to encourage them to return.,Intimate Escapade,Special rates on short stays.,hot opportunitst,spring,2
